DTHI_map	external_map	external_family	spearman_rho	bijective_p_spin_two_sided	bijective_q_BH_global160	bijective_q_BH_family80	bijective_p_maxT_global160	bijective_p_maxT_family80	nonbijective_spearman_rho	nonbijective_p_spin_two_sided	nonbijective_q_BH_global160	nonbijective_q_BH_family80	nonbijective_p_maxT_global160	nonbijective_p_maxT_family80	bijective_high_support_spearman_rho	bijective_high_support_p_spin_two_sided	bijective_high_support_q_BH_sensitivity160	nonbijective_high_support_spearman_rho	nonbijective_high_support_p_spin_two_sided	nonbijective_high_support_q_BH_sensitivity160	LODO_mean_rho	LODO_median_rho	LODO_minimum_rho	LODO_maximum_rho	LODO_standard_deviation	minimum_absolute_LODO_rho	maximum_absolute_delta_from_primary	sign_concordant_omissions	sign_concordant_fraction	all_five_direction_concordant	LODO_stability_class	observed_rho_matches_nonbijective	nonbijective_any_corrected	bijective_any_corrected	bijective_global_maxT_significant	bijective_family_maxT_significant	bijective_global_BH_significant	bijective_family_BH_significant	bijective_high_support_BH_significant	LH46_direction_concordant	LH46_rho_delta_from_LH49	evidence_class	high_support_class	integrated_evidence_statement	priority_for_reporting	rank_global_maxT	evidence_tier	evidence_tier_order	evidence_tier_label	corrected_evidence_subclass	effect_direction	effect_magnitude	manuscript_term	reporting_permission	locked_priority_association	LODO_5of5_direction_concordant	LODO_rho_min	LODO_rho_max	LH46_BH_supported	manuscript_safe_sentence	causal_interpretation_allowed	independent_replication_claim_allowed	LH46_interpretation
synaptic_assembly_receptor_trafficking	clinical_asd	clinical	-0.6542504371245565	0.0014998500149985	0.05999400059994	0.02999700029997	0.0186981301869813	0.0138986101389861	-0.6542504371245567	0.000999900009999	0.03999600039996	0.01999800019998	0.0741925807419258	0.0448955104489551	-0.6532412311467587	0.0013998600139986	0.0703929607039296	-0.6532412311467589	0.0014998500149985	0.063993600639936	-0.547545670776493	-0.5308704997538517	-0.7033370788741918	-0.4269823473606527	0.1096248166546973	0.4269823473606527	0.2272680897639039	5	1.0	True	direction_stable_high_effect_variation	True	True	True	True	True	False	True	False	True	0.0010092059777978	global_FWER_bijective	LH46_nominal_only	global_FWER_bijective;LODO_5of5_direction;LH46_nominal_only	True	1.0	Tier1_global_FWER	1	Tier 1 — global familywise-error-controlled evidence	global_maxT_FWER	negative	large	primary global-FWER-supported spatial association	main_text_primary_result	True	True	-0.7033370788741918	-0.4269823473606527	False	The synaptic assembly receptor trafficking map showed a negative spatial association with clinical asd (Spearman rho=-0.654) that survived exact-bijective global maxT correction.	False	False	no_nested_LH46_BH_FDR_support
axon_guidance_neurite_outgrowth	clinical_depression	clinical	-0.573265306122449	0.0014998500149985	0.05999400059994	0.02999700029997	0.1694830516948305	0.1121887811218878	-0.573265306122449	0.0034996500349965	0.09332400093324	0.055994400559944	0.4237576242375762	0.2843715628437156	-0.559050262102991	0.0020997900209979	0.0703929607039296	-0.559050262102991	0.0048995100489951	0.130653601306536	-0.5057142857142857	-0.5238775510204081	-0.5393877551020407	-0.4398979591836734	0.0404642339283131	0.4398979591836734	0.1333673469387755	5	1.0	True	direction_stable_moderate_effect_variation	True	False	True	False	False	False	True	False	True	0.0142150440194579	family_FDR_bijective	LH46_nominal_only	family_FDR_bijective;LODO_5of5_direction;LH46_nominal_only	True	2.0	Tier2_family_corrected	2	Tier 2 — family-level corrected evidence	family_BH_FDR	negative	moderate	secondary family-level corrected spatial association	main_text_secondary_result	True	True	-0.5393877551020407	-0.4398979591836734	False	The axon guidance neurite outgrowth map showed a negative spatial association with clinical depression (Spearman rho=-0.573) that retained family-level corrected support but not global familywise-error control.	False	False	no_nested_LH46_BH_FDR_support
patterning_arealization	clinical_asd	clinical	-0.5376058809502674	0.0006999300069993	0.055994400559944	0.027997200279972	0.3392660733926607	0.2260773922607739	-0.5376058809502674	0.0005999400059994	0.03999600039996	0.01999800019998	0.6653334666533347	0.4900509949005099	-0.55344477075629	0.0010998900109989	0.0703929607039296	-0.55344477075629	0.0014998500149985	0.063993600639936	-0.471272581288598	-0.4892335978123732	-0.6299622443253607	-0.267578325712149	0.1318539215652394	0.267578325712149	0.2700275552381183	5	1.0	True	direction_stable_high_effect_variation	True	True	True	False	False	False	True	False	True	-0.0158388898060225	family_FDR_bijective	LH46_nominal_only	family_FDR_bijective;LODO_5of5_direction;LH46_nominal_only	True	3.0	Tier2_family_corrected	2	Tier 2 — family-level corrected evidence	family_BH_FDR	negative	moderate	secondary family-level corrected spatial association	main_text_secondary_result	True	True	-0.6299622443253607	-0.267578325712149	False	The patterning arealization map showed a negative spatial association with clinical asd (Spearman rho=-0.538) that retained family-level corrected support but not global familywise-error control.	False	False	no_nested_LH46_BH_FDR_support
synaptic_membrane_structural_candidates	clinical_asd	clinical	-0.4804571920109832	0.0018998100189981	0.0607939206079392	0.0303969603039696	0.6987301269873013	0.5113488651134886	-0.480457192010983	0.0003999600039996	0.03999600039996	0.01999800019998	0.9332066793320668	0.8292170782921707	-0.4744957786056101	0.0021997800219978	0.0703929607039296	-0.4744957786056101	0.0006999300069993	0.063993600639936	-0.4020818471799646	-0.3797326277554945	-0.6139402011763114	-0.0704153488716181	0.2141989564746533	0.0704153488716181	0.4100418431393648	5	1.0	True	direction_stable_high_effect_variation	True	True	True	False	False	False	True	False	True	0.005961413405373	family_FDR_bijective	LH46_nominal_only	family_FDR_bijective;LODO_5of5_direction;LH46_nominal_only	True	5.0	Tier2_family_corrected	2	Tier 2 — family-level corrected evidence	family_BH_FDR	negative	moderate	secondary family-level corrected spatial association	main_text_secondary_result	True	True	-0.6139402011763114	-0.0704153488716181	False	The synaptic membrane structural candidates map showed a negative spatial association with clinical asd (Spearman rho=-0.480) that retained family-level corrected support but not global familywise-error control.	False	False	no_nested_LH46_BH_FDR_support
synaptic_membrane_structural_candidates	clinical_depression	clinical	-0.516734693877551	0.0004999500049995	0.055994400559944	0.027997200279972	0.4701529847015298	0.3197680231976802	-0.5167346938775509	0.000999900009999	0.03999600039996	0.01999800019998	0.7903209679032097	0.6253374662533746	-0.4931853222325006	0.0014998500149985	0.0703929607039296	-0.4931853222325008	0.001999800019998	0.063993600639936	-0.432734693877551	-0.5257142857142857	-0.5468367346938775	-0.2811224489795917	0.1376391878154278	0.2811224489795917	0.2356122448979591	5	1.0	True	direction_stable_high_effect_variation	True	True	True	False	False	False	True	False	True	0.0235493716450503	family_FDR_bijective	LH46_nominal_only	family_FDR_bijective;LODO_5of5_direction;LH46_nominal_only	True	4.0	Tier2_family_corrected	2	Tier 2 — family-level corrected evidence	family_BH_FDR	negative	moderate	secondary family-level corrected spatial association	main_text_secondary_result	True	True	-0.5468367346938775	-0.2811224489795917	False	The synaptic membrane structural candidates map showed a negative spatial association with clinical depression (Spearman rho=-0.517) that retained family-level corrected support but not global familywise-error control.	False	False	no_nested_LH46_BH_FDR_support
axon_guidance_neurite_outgrowth	clinical_bipolar	clinical	-0.375	0.0463953604639536	0.421291204212912	0.3711628837116288	0.9974002599740026	0.9686031396860314	-0.375	0.0813918608139186	0.6511348865113489	0.5426124054261241	0.999900009999	0.9987001299870012	-0.3583718778908418	0.0612938706129387	0.4500419523265065	-0.3583718778908418	0.096990300969903	0.7027445403607787	-0.3238775510204081	-0.3649999999999999	-0.4317346938775509	-0.1060204081632653	0.1351730422591822	0.1060204081632653	0.2689795918367347	5	1.0	True	direction_stable_high_effect_variation	True	False	False	False	False	False	False	False	True	0.0166281221091582	bijective_nominal_only	LH46_direction_concordant_not_nominal	bijective_nominal_only;LODO_5of5_direction;LH46_direction_concordant_not_nominal	False	15.0	Tier3A_nominal	3	Tier 3A — nominal exact-bijective spatial correspondence	nominal_exact_bijective_spin	negative	small	nominal exploratory spatial correspondence	supplementary_or_explicitly_exploratory_only	False	True	-0.4317346938775509	-0.1060204081632653	False	The axon guidance neurite outgrowth–clinical bipolar correspondence was nominal under the exact-bijective spin test and is treated as exploratory.	False	False	no_nested_LH46_BH_FDR_support
neurogenesis_migration_layering	clinical_bipolar	clinical	0.426734693877551	0.0394960503949605	0.413958604139586	0.35107600351076	0.9422057794220576	0.8188181181881812	0.426734693877551	0.0750924907509249	0.6511348865113489	0.5426124054261241	0.9957004299570044	0.9702029797020298	0.3988282454517421	0.0590940905909409	0.4500419523265065	0.3988282454517422	0.0993900609939006	0.7027445403607787	0.4194285714285714	0.4271428571428571	0.3686734693877551	0.4485714285714285	0.0314128803926128	0.3686734693877551	0.0580612244897958	5	1.0	True	direction_and_effect_size_stable	True	False	False	False	False	False	False	False	True	-0.0279064484258088	bijective_nominal_only	LH46_direction_concordant_not_nominal	bijective_nominal_only;LODO_5of5_direction;LH46_direction_concordant_not_nominal	False	7.0	Tier3A_nominal	3	Tier 3A — nominal exact-bijective spatial correspondence	nominal_exact_bijective_spin	positive	moderate	nominal exploratory spatial correspondence	supplementary_or_explicitly_exploratory_only	False	True	0.3686734693877551	0.4485714285714285	False	The neurogenesis migration layering–clinical bipolar correspondence was nominal under the exact-bijective spin test and is treated as exploratory.	False	False	no_nested_LH46_BH_FDR_support
preliminary_maturation_balance	clinical_bipolar	clinical	0.3831632653061223	0.0270972902709729	0.413958604139586	0.3096833173825475	0.9937006299370064	0.9528047195280472	0.3831632653061223	0.0431956804319568	0.51994800519948	0.454954504549545	0.9998000199980002	0.9977002299770024	0.3234659266111624	0.0754924507549245	0.4588112617309698	0.3234659266111624	0.1136886311368863	0.7027445403607787	0.3213061224489795	0.3591836734693877	0.0651020408163265	0.4164285714285713	0.1465601591778124	0.0651020408163265	0.3180612244897958	5	1.0	True	direction_stable_high_effect_variation	True	False	False	False	False	False	False	False	True	-0.0596973386949599	bijective_nominal_only	LH46_direction_concordant_not_nominal	bijective_nominal_only;LODO_5of5_direction;LH46_direction_concordant_not_nominal	False	13.0	Tier3A_nominal	3	Tier 3A — nominal exact-bijective spatial correspondence	nominal_exact_bijective_spin	positive	small	nominal exploratory spatial correspondence	supplementary_or_explicitly_exploratory_only	False	True	0.0651020408163265	0.4164285714285713	False	The preliminary maturation balance–clinical bipolar correspondence was nominal under the exact-bijective spin test and is treated as exploratory.	False	False	no_nested_LH46_BH_FDR_support
preliminary_maturation_balance	clinical_depression	clinical	0.386938775510204	0.0215978402159784	0.383961603839616	0.287971202879712	0.9923007699230078	0.944905509449055	0.3869387755102039	0.0454954504549545	0.51994800519948	0.454954504549545	0.9997000299970004	0.997000299970003	0.4217699660807894	0.0152984701529847	0.3496793177825075	0.4217699660807893	0.0265973402659734	0.471952804719528	0.3468571428571428	0.3578571428571428	0.2861224489795918	0.3796938775510204	0.0376689170752136	0.2861224489795918	0.100816326530612	5	1.0	True	direction_stable_moderate_effect_variation	True	False	False	False	False	False	False	False	True	0.0348311905705854	bijective_nominal_only	LH46_nominal_only	bijective_nominal_only;LODO_5of5_direction;LH46_nominal_only	False	12.0	Tier3A_nominal	3	Tier 3A — nominal exact-bijective spatial correspondence	nominal_exact_bijective_spin	positive	small	nominal exploratory spatial correspondence	supplementary_or_explicitly_exploratory_only	False	True	0.2861224489795918	0.3796938775510204	False	The preliminary maturation balance–clinical depression correspondence was nominal under the exact-bijective spin test and is treated as exploratory.	False	False	no_nested_LH46_BH_FDR_support
preliminary_maturation_balance	clinical_ocd	clinical	0.3338775510204081	0.0371962803719628	0.413958604139586	0.35107600351076	1.0	0.9969003099690033	0.3338775510204081	0.0797920207979202	0.6511348865113489	0.5426124054261241	1.0	1.0	0.3206290471785383	0.0603939606039396	0.4500419523265065	0.3206290471785383	0.1182881711828817	0.7027445403607787	0.2647959183673469	0.2896938775510203	0.1859183673469387	0.3063265306122448	0.0516502954451876	0.1859183673469387	0.1479591836734693	5	1.0	True	direction_stable_moderate_effect_variation	True	False	False	False	False	False	False	False	True	-0.0132485038418698	bijective_nominal_only	LH46_direction_concordant_not_nominal	bijective_nominal_only;LODO_5of5_direction;LH46_direction_concordant_not_nominal	False	20.0	Tier3A_nominal	3	Tier 3A — nominal exact-bijective spatial correspondence	nominal_exact_bijective_spin	positive	small	nominal exploratory spatial correspondence	supplementary_or_explicitly_exploratory_only	False	True	0.1859183673469387	0.3063265306122448	False	The preliminary maturation balance–clinical ocd correspondence was nominal under the exact-bijective spin test and is treated as exploratory.	False	False	no_nested_LH46_BH_FDR_support
astrocyte_maturation_metabolic_support	cognitive_executive_control	cognitive	0.3933673469387754	0.033996600339966	0.413958604139586	0.424684804246848	0.9892010798920108	0.8928107189281071	0.3933673469387754	0.0623937606239376	0.6239376062393761	0.6239376062393761	0.9996000399960004	0.9734026597340266	0.4088189947579401	0.028997100289971	0.3919608039196081	0.4088189947579401	0.0543945605439456	0.6216521205022355	0.3504897959183673	0.3578571428571428	0.2065306122448979	0.4671428571428571	0.104487090406619	0.2065306122448979	0.1868367346938774	5	1.0	True	direction_stable_moderate_effect_variation	True	False	False	False	False	False	False	False	True	0.0154516478191646	bijective_nominal_only	LH46_nominal_only	bijective_nominal_only;LODO_5of5_direction;LH46_nominal_only	False	11.0	Tier3A_nominal	3	Tier 3A — nominal exact-bijective spatial correspondence	nominal_exact_bijective_spin	positive	small	nominal exploratory spatial correspondence	supplementary_or_explicitly_exploratory_only	False	True	0.2065306122448979	0.4671428571428571	False	The astrocyte maturation metabolic support–cognitive executive control correspondence was nominal under the exact-bijective spin test and is treated as exploratory.	False	False	no_nested_LH46_BH_FDR_support
oligodendrocyte_myelination	cognitive_emotion_affect	cognitive	-0.3414285714285713	0.0181981801819818	0.363963603639636	0.424684804246848	0.9998000199980002	0.9867013298670132	-0.3414285714285714	0.0131986801319868	0.3016841173025554	0.527947205279472	1.0	0.9985001499850016	-0.3329633055812519	0.0270972902709729	0.3919608039196081	-0.3329633055812519	0.0238976102389761	0.471952804719528	-0.2812244897959183	-0.2894897959183673	-0.3257142857142857	-0.2292857142857143	0.0381402036617565	0.2292857142857143	0.1121428571428571	5	1.0	True	direction_stable_moderate_effect_variation	True	False	False	False	False	False	False	False	True	0.0084652658473193	bijective_nominal_only	LH46_nominal_only	bijective_nominal_only;LODO_5of5_direction;LH46_nominal_only	False	19.0	Tier3A_nominal	3	Tier 3A — nominal exact-bijective spatial correspondence	nominal_exact_bijective_spin	negative	small	nominal exploratory spatial correspondence	supplementary_or_explicitly_exploratory_only	False	True	-0.3257142857142857	-0.2292857142857143	False	The oligodendrocyte myelination–cognitive emotion affect correspondence was nominal under the exact-bijective spin test and is treated as exploratory.	False	False	no_nested_LH46_BH_FDR_support
oligodendrocyte_myelination	cognitive_memory	cognitive	-0.2797959183673468	0.0473952604739526	0.421291204212912	0.424684804246848	1.0	0.9997000299970004	-0.2797959183673469	0.0434956504349565	0.51994800519948	0.5799420057994201	1.0	1.0	-0.2737588652482269	0.0601939806019398	0.4500419523265065	-0.2737588652482269	0.0522947705229477	0.6216521205022355	-0.2542244897959183	-0.2487755102040816	-0.2975510204081633	-0.2146938775510203	0.0323256544923535	0.2146938775510203	0.0651020408163265	5	1.0	True	direction_and_effect_size_stable	True	False	False	False	False	False	False	False	True	0.0060370531191198	bijective_nominal_only	LH46_direction_concordant_not_nominal	bijective_nominal_only;LODO_5of5_direction;LH46_direction_concordant_not_nominal	False	20.0	Tier3A_nominal	3	Tier 3A — nominal exact-bijective spatial correspondence	nominal_exact_bijective_spin	negative	small	nominal exploratory spatial correspondence	supplementary_or_explicitly_exploratory_only	False	True	-0.2975510204081633	-0.2146938775510203	False	The oligodendrocyte myelination–cognitive memory correspondence was nominal under the exact-bijective spin test and is treated as exploratory.	False	False	no_nested_LH46_BH_FDR_support
oligodendrocyte_myelination	cognitive_reward_motivation	cognitive	-0.2846938775510204	0.0413958604139586	0.413958604139586	0.424684804246848	1.0	0.9996000399960004	-0.2846938775510204	0.0296970302969703	0.51994800519948	0.535946405359464	1.0	1.0	-0.2964539007092198	0.0404959504049595	0.4500419523265065	-0.2964539007092198	0.0328967103289671	0.478497604784976	-0.2324897959183673	-0.2439795918367346	-0.2682653061224489	-0.1677551020408163	0.0418786872782159	0.1677551020408163	0.116938775510204	5	1.0	True	direction_stable_moderate_effect_variation	True	False	False	False	False	False	False	False	True	-0.0117600231581994	bijective_nominal_only	LH46_nominal_only	bijective_nominal_only;LODO_5of5_direction;LH46_nominal_only	False	20.0	Tier3A_nominal	3	Tier 3A — nominal exact-bijective spatial correspondence	nominal_exact_bijective_spin	negative	small	nominal exploratory spatial correspondence	supplementary_or_explicitly_exploratory_only	False	True	-0.2682653061224489	-0.1677551020408163	False	The oligodendrocyte myelination–cognitive reward motivation correspondence was nominal under the exact-bijective spin test and is treated as exploratory.	False	False	no_nested_LH46_BH_FDR_support
oligodendrocyte_myelination	cognitive_sensorimotor	cognitive	0.4120408163265305	0.0026997300269973	0.071992800719928	0.215978402159784	0.97000299970003	0.8214178582141786	0.4120408163265305	0.0022997700229977	0.0735926407359264	0.183981601839816	0.9984001599840016	0.949005099490051	0.421523280912735	0.0027997200279972	0.074659200746592	0.421523280912735	0.0017998200179982	0.063993600639936	0.3511428571428571	0.3308163265306121	0.3151020408163265	0.4251020408163264	0.043679810716431	0.3151020408163265	0.096938775510204	5	1.0	True	direction_and_effect_size_stable	True	False	False	False	False	False	False	False	True	0.0094824645862044	bijective_nominal_only	LH46_nominal_only	bijective_nominal_only;LODO_5of5_direction;LH46_nominal_only	False	10.0	Tier3A_nominal	3	Tier 3A — nominal exact-bijective spatial correspondence	nominal_exact_bijective_spin	positive	moderate	nominal exploratory spatial correspondence	supplementary_or_explicitly_exploratory_only	False	True	0.3151020408163265	0.4251020408163264	False	The oligodendrocyte myelination–cognitive sensorimotor correspondence was nominal under the exact-bijective spin test and is treated as exploratory.	False	False	no_nested_LH46_BH_FDR_support
oligodendrocyte_myelination	cognitive_social_cognition	cognitive	-0.3036734693877551	0.0327967203279672	0.413958604139586	0.424684804246848	1.0	0.9985001499850016	-0.3036734693877551	0.0334966503349665	0.51994800519948	0.535946405359464	1.0	1.0	-0.3253160653715695	0.0254974502549745	0.3919608039196081	-0.3253160653715695	0.0234976502349765	0.471952804719528	-0.2741020408163265	-0.2586734693877551	-0.3348979591836734	-0.2313265306122448	0.0434073884773931	0.2313265306122448	0.0723469387755102	5	1.0	True	direction_and_effect_size_stable	True	False	False	False	False	False	False	False	True	-0.0216425959838144	bijective_nominal_only	LH46_nominal_only	bijective_nominal_only;LODO_5of5_direction;LH46_nominal_only	False	20.0	Tier3A_nominal	3	Tier 3A — nominal exact-bijective spatial correspondence	nominal_exact_bijective_spin	negative	small	nominal exploratory spatial correspondence	supplementary_or_explicitly_exploratory_only	False	True	-0.3348979591836734	-0.2313265306122448	False	The oligodendrocyte myelination–cognitive social cognition correspondence was nominal under the exact-bijective spin test and is treated as exploratory.	False	False	no_nested_LH46_BH_FDR_support
preliminary_maturation_balance	cognitive_emotion_affect	cognitive	-0.3761224489795918	0.0351964803519648	0.413958604139586	0.424684804246848	0.9971002899710028	0.9405059494050596	-0.3761224489795917	0.057994200579942	0.6186048061860481	0.6239376062393761	0.999900009999	0.9882011798820118	-0.3691026827012024	0.0426957304269573	0.4500419523265065	-0.3691026827012025	0.0636936306369363	0.636936306369363	-0.3430408163265305	-0.3546938775510203	-0.4175510204081632	-0.2571428571428571	0.060119899636988	0.2571428571428571	0.1189795918367345	5	1.0	True	direction_stable_moderate_effect_variation	True	False	False	False	False	False	False	False	True	0.0070197662783894	bijective_nominal_only	LH46_nominal_only	bijective_nominal_only;LODO_5of5_direction;LH46_nominal_only	False	14.0	Tier3A_nominal	3	Tier 3A — nominal exact-bijective spatial correspondence	nominal_exact_bijective_spin	negative	small	nominal exploratory spatial correspondence	supplementary_or_explicitly_exploratory_only	False	True	-0.4175510204081632	-0.2571428571428571	False	The preliminary maturation balance–cognitive emotion affect correspondence was nominal under the exact-bijective spin test and is treated as exploratory.	False	False	no_nested_LH46_BH_FDR_support
progenitor_radial_glia	cognitive_executive_control	cognitive	0.4193877551020407	0.0154984501549845	0.3542502892567886	0.424684804246848	0.9588041195880412	0.789021097890211	0.4193877551020407	0.0277972202779722	0.51994800519948	0.535946405359464	0.9969003099690033	0.9348065193480652	0.3763798951588035	0.028997100289971	0.3919608039196081	0.3763798951588035	0.0432956704329567	0.5772756057727562	0.3684897959183674	0.3814285714285714	0.276938775510204	0.4511224489795918	0.0820959239732881	0.276938775510204	0.1424489795918366	5	1.0	True	direction_stable_moderate_effect_variation	True	False	False	False	False	False	False	False	True	-0.0430078599432371	bijective_nominal_only	LH46_nominal_only	bijective_nominal_only;LODO_5of5_direction;LH46_nominal_only	False	9.0	Tier3A_nominal	3	Tier 3A — nominal exact-bijective spatial correspondence	nominal_exact_bijective_spin	positive	moderate	nominal exploratory spatial correspondence	supplementary_or_explicitly_exploratory_only	False	True	0.276938775510204	0.4511224489795918	False	The progenitor radial glia–cognitive executive control correspondence was nominal under the exact-bijective spin test and is treated as exploratory.	False	False	no_nested_LH46_BH_FDR_support
activity_dependent_plasticity	clinical_adhd	clinical	-0.0413307482507324	0.8392160783921608	0.9708618179277964	0.957087389852564	1.0	1.0	-0.0413307482507324	0.8668133186681332	0.9817396638714506	0.9766910632880376	1.0	1.0	-0.0540923954032393	0.7904209579042096	0.937114921601365	-0.0540923954032393	0.8335166483351665	0.9658041288069776	-0.0214103481061818	-0.0448004900791889	-0.0702112464111207	0.0454127974606812	0.0547715427169806	0.0291866518511344	0.0867435457114136	3	0.6	False	donor_sensitive	True	False	False	False	False	False	False	False	True	-0.0127616471525068	no_corrected_spatial_support	LH46_direction_concordant_not_nominal	no_corrected_spatial_support;LODO_3of5_direction;LH46_direction_concordant_not_nominal	False	20.0	Tier3B_descriptive	4	Tier 3B — descriptive spatial correspondence	no_statistical_support	negative	very_small	descriptive spatial correspondence without statistical support	matrix_or_descriptive_summary_only	False	False	-0.0702112464111207	0.0454127974606812	False	The activity dependent plasticity–clinical adhd correspondence is presented descriptively and is not interpreted as statistically supported.	False	False	no_nested_LH46_BH_FDR_support
activity_dependent_plasticity	clinical_asd	clinical	-0.1727727328110863	0.5036496350364964	0.8664939957617142	0.7194994786235663	1.0	1.0	-0.1727727328110863	0.5612438756124387	0.9636683390484482	0.8291100714489954	1.0	1.0	-0.1031887998969434	0.6931306869313069	0.937114921601365	-0.1031887998969433	0.7470252974702529	0.9658041288069776	-0.1477293609080499	-0.1395040317500029	-0.1979793866825206	-0.0903153387701189	0.0456755701869487	0.0903153387701189	0.0824573940409673	5	1.0	True	direction_and_effect_size_stable	True	False	False	False	False	False	False	False	True	0.0695839329141428	no_corrected_spatial_support	LH46_direction_concordant_not_nominal	no_corrected_spatial_support;LODO_5of5_direction;LH46_direction_concordant_not_nominal	False	20.0	Tier3B_descriptive	4	Tier 3B — descriptive spatial correspondence	no_statistical_support	negative	very_small	descriptive spatial correspondence without statistical support	matrix_or_descriptive_summary_only	False	True	-0.1979793866825206	-0.0903153387701189	False	The activity dependent plasticity–clinical asd correspondence is presented descriptively and is not interpreted as statistically supported.	False	False	no_nested_LH46_BH_FDR_support
activity_dependent_plasticity	clinical_bipolar	clinical	0.2774489795918367	0.14998500149985	0.666600006666	0.6315157957888421	1.0	1.0	0.2774489795918367	0.2124787521247875	0.9636683390484482	0.8291100714489954	1.0	1.0	0.2906567992599445	0.1386861313868613	0.6526406182911121	0.2906567992599445	0.2017798220177982	0.9283643064265004	0.2525510204081632	0.2579591836734693	0.1806122448979591	0.2983673469387755	0.0458190535982182	0.1806122448979591	0.0968367346938774	5	1.0	True	direction_and_effect_size_stable	True	False	False	False	False	False	False	False	True	0.0132078196681078	no_corrected_spatial_support	LH46_direction_concordant_not_nominal	no_corrected_spatial_support;LODO_5of5_direction;LH46_direction_concordant_not_nominal	False	20.0	Tier3B_descriptive	4	Tier 3B — descriptive spatial correspondence	no_statistical_support	positive	small	descriptive spatial correspondence without statistical support	matrix_or_descriptive_summary_only	False	True	0.1806122448979591	0.2983673469387755	False	The activity dependent plasticity–clinical bipolar correspondence is presented descriptively and is not interpreted as statistically supported.	False	False	no_nested_LH46_BH_FDR_support
activity_dependent_plasticity	clinical_depression	clinical	0.1872448979591836	0.3648635136486351	0.8664939957617142	0.7194994786235663	1.0	1.0	0.1872448979591836	0.4405559444055594	0.9636683390484482	0.8291100714489954	1.0	1.0	0.2318223866790009	0.2691730826917308	0.893990600939906	0.2318223866790009	0.3615638436156384	0.9658041288069776	0.171734693877551	0.1783673469387754	0.1011224489795918	0.2053061224489795	0.0420582735698554	0.1011224489795918	0.0861224489795917	5	1.0	True	direction_and_effect_size_stable	True	False	False	False	False	False	False	False	True	0.0445774887198173	no_corrected_spatial_support	LH46_direction_concordant_not_nominal	no_corrected_spatial_support;LODO_5of5_direction;LH46_direction_concordant_not_nominal	False	20.0	Tier3B_descriptive	4	Tier 3B — descriptive spatial correspondence	no_statistical_support	positive	very_small	descriptive spatial correspondence without statistical support	matrix_or_descriptive_summary_only	False	True	0.1011224489795918	0.2053061224489795	False	The activity dependent plasticity–clinical depression correspondence is presented descriptively and is not interpreted as statistically supported.	False	False	no_nested_LH46_BH_FDR_support
activity_dependent_plasticity	clinical_epilepsy	clinical	-0.1737755102040815	0.4511548845115488	0.8664939957617142	0.7194994786235663	1.0	1.0	-0.1737755102040816	0.5420457954204579	0.9636683390484482	0.8291100714489954	1.0	1.0	-0.2127042861547949	0.360963903609639	0.893990600939906	-0.2127042861547949	0.4542545745425457	0.9658041288069776	-0.1612857142857142	-0.1503061224489795	-0.1971428571428571	-0.1451020408163265	0.0216271893369721	0.1451020408163265	0.028673469387755	5	1.0	True	direction_and_effect_size_stable	True	False	False	False	False	False	False	False	True	-0.0389287759507133	no_corrected_spatial_support	LH46_direction_concordant_not_nominal	no_corrected_spatial_support;LODO_5of5_direction;LH46_direction_concordant_not_nominal	False	20.0	Tier3B_descriptive	4	Tier 3B — descriptive spatial correspondence	no_statistical_support	negative	very_small	descriptive spatial correspondence without statistical support	matrix_or_descriptive_summary_only	False	True	-0.1971428571428571	-0.1451020408163265	False	The activity dependent plasticity–clinical epilepsy correspondence is presented descriptively and is not interpreted as statistically supported.	False	False	no_nested_LH46_BH_FDR_support
activity_dependent_plasticity	clinical_ocd	clinical	0.1916326530612244	0.2685731426857314	0.8594340565943405	0.7194994786235663	1.0	1.0	0.1916326530612245	0.362963703629637	0.9636683390484482	0.8291100714489954	1.0	1.0	0.1305581251927227	0.4575542445755424	0.8994222528966617	0.1305581251927227	0.5512448755124487	0.9658041288069776	0.1717755102040816	0.1597959183673469	0.0889795918367346	0.3185714285714285	0.0927279769951747	0.0889795918367346	0.126938775510204	5	1.0	True	direction_stable_moderate_effect_variation	True	False	False	False	False	False	False	False	True	-0.0610745278685017	no_corrected_spatial_support	LH46_direction_concordant_not_nominal	no_corrected_spatial_support;LODO_5of5_direction;LH46_direction_concordant_not_nominal	False	20.0	Tier3B_descriptive	4	Tier 3B — descriptive spatial correspondence	no_statistical_support	positive	very_small	descriptive spatial correspondence without statistical support	matrix_or_descriptive_summary_only	False	True	0.0889795918367346	0.3185714285714285	False	The activity dependent plasticity–clinical ocd correspondence is presented descriptively and is not interpreted as statistically supported.	False	False	no_nested_LH46_BH_FDR_support
