profile_index	profile_id	analysis_scope	is_primary_scope	chemical_query	evidence_tier	signature_count	unique_cell_count	neural_lineage_signature_count	axis_name	observed_score	null_mean	null_standard_deviation	empirical_z	empirical_p_upper	empirical_p_lower	empirical_p_two_sided	empirical_p_upper_FDR_within_axis	empirical_p_upper_FDR_within_scope_all_axes	empirical_p_lower_FDR_within_axis	empirical_p_lower_FDR_within_scope_all_axes	empirical_p_two_sided_FDR_within_axis	empirical_p_two_sided_FDR_within_scope_all_axes	maxT_p_upper_within_axis	maxT_p_lower_within_axis	maxT_p_two_sided_within_axis	maxT_p_upper_within_scope_all_axes	maxT_p_lower_within_scope_all_axes	maxT_p_two_sided_within_scope_all_axes	directional_FDR_evidence_class	global_maxT_evidence_class
14	all_cells_cell_balanced|vorinostat	all_cells_cell_balanced	True	vorinostat	Tier_C_program_overlap_dependent	210	22	46	late_maturation_support	0.06848579122956645	0.009980111637013851	0.01818666784730676	3.2169543142130146	0.0013997200559888023	0.9988002399520096	0.0027994401119776045	0.009998000399920015	0.008998200359928014	0.9998000399920016	1.0	0.010497900419916016	0.010954330872955843	0.009798040391921616	1.0	0.01919616076784643	0.05898820235952809	1.0	0.10557888422315537	positive_FDR_supported	not_global_maxT_supported
12	all_cells_cell_balanced|valproic acid	all_cells_cell_balanced	True	valproic acid	Tier_C_program_overlap_dependent	42	7	0	late_maturation_support	-0.008986074421277454	-0.040201533086260316	0.010615942665170562	2.94043210758819	0.001999600079984003	0.9982003599280144	0.003999200159968006	0.009998000399920015	0.010586118070503546	0.9998000399920016	1.0	0.010997800439912019	0.012854571942754306	0.022395520895820836	1.0	0.04539092181563687	0.13177364527094582	1.0	0.23135372925414918	positive_FDR_supported	not_global_maxT_supported
8	all_cells_cell_balanced|primaquine	all_cells_cell_balanced	True	primaquine	Tier_C_program_overlap_dependent	42	7	0	late_maturation_support	0.0010150653166964504	0.028574977506135475	0.009856056109385523	-2.7962414056465077	0.998000399920016	0.0021995600879824036	0.004399120175964807	0.9996000799840032	1.0	0.010997800439912019	0.015425486331305166	0.010997800439912019	0.013652441925408022	1.0	0.039192161567686463	0.07418516296740651	1.0	0.19556088782243553	0.33033393321335736	negative_FDR_supported	not_global_maxT_supported
11	all_cells_cell_balanced|trichostatin A	all_cells_cell_balanced	True	trichostatin A	Tier_C_program_overlap_dependent	15	5	3	late_maturation_support	0.013736386219770294	-0.0725814835998135	0.036747806513529886	2.348925772965608	0.010397920415916816	0.9898020395920816	0.020795840831833633	0.038992201559688064	0.04925330723329018	0.9998000399920016	1.0	0.04456251606821493	0.05504781396661844	0.12577484503099381	1.0	0.23035392921415718	0.5310937812437513	1.0	0.7326534693061387	positive_FDR_supported	not_global_maxT_supported
4	all_cells_cell_balanced|doxorubicin	all_cells_cell_balanced	True	doxorubicin	Tier_B_relative_residual_profile	42	7	0	late_maturation_support	0.0412477442763654	0.09266076038167811	0.02486816490176258	-2.0674230007888004	0.977004599080184	0.023195360927814438	0.046390721855628876	0.9996000799840032	1.0	0.08698260347930414	0.12279896961784115	0.08698260347930414	0.10987276228964733	1.0	0.2401519696060788	0.42231553689262147	1.0	0.7734453109378124	0.9222155568886222	not_FDR_supported	not_global_maxT_supported
1	all_cells_cell_balanced|daunorubicin	all_cells_cell_balanced	True	daunorubicin	Tier_C_program_overlap_dependent	41	7	0	late_maturation_support	-0.004789320996713521	0.04640857959252389	0.02712637879791726	-1.8873842679351047	0.9694061187762447	0.03079384123175365	0.0615876824635073	0.9996000799840032	1.0	0.09238152369526095	0.15154863764089288	0.10264613743917883	0.13519247370038187	1.0	0.34853029394121177	0.5758848230353929	1.0	0.8908218356328734	0.9762047590481904	not_FDR_supported	not_global_maxT_supported
6	all_cells_cell_balanced|fulvestrant	all_cells_cell_balanced	True	fulvestrant	Tier_D_no_fixed_panel_mechanism	42	7	0	late_maturation_support	-0.022278626697926778	-0.008218160860672879	0.008786227139051596	-1.6002848110721182	0.9444111177764447	0.05578884223155369	0.11157768446310738	0.9996000799840032	1.0	0.13947210557888423	0.20920815836832632	0.16736652669466107	0.2049386041159115	1.0	0.5440911817636472	0.7950409918016397	1.0	0.9830033993201359	0.9992001599680064	not_FDR_supported	not_global_maxT_supported
0	all_cells_cell_balanced|camptothecin	all_cells_cell_balanced	True	camptothecin	Tier_A_global_residual_mechanism	42	7	0	late_maturation_support	0.0694099987611669	0.1260980718300445	0.04542367168205608	-1.2479852678063312	0.8948210357928414	0.10537892421515697	0.21075784843031395	0.9996000799840032	1.0	0.22581198046105064	0.3512630807171899	0.2873970660413372	0.3512630807171899	1.0	0.7936412717456509	0.9602079584083183	1.0	0.9994001199760048	1.0	not_FDR_supported	not_global_maxT_supported
10	all_cells_cell_balanced|rifabutin	all_cells_cell_balanced	True	rifabutin	Tier_C_program_overlap_dependent	42	7	0	late_maturation_support	-0.04208987716305616	-0.03520293957706308	0.009699945058041403	-0.709997587077434	0.7630473905218956	0.23715256948610278	0.47430513897220555	0.9996000799840032	1.0	0.4446610677864427	0.5768576014526825	0.576807715380001	0.6012318663027958	1.0	0.9802039592081584	1.0	1.0	1.0	1.0	not_FDR_supported	not_global_maxT_supported
9	all_cells_cell_balanced|resveratrol	all_cells_cell_balanced	True	resveratrol	Tier_A_global_residual_mechanism	171	21	27	late_maturation_support	-0.05374205962650211	-0.05817382802069187	0.006382929187347387	0.6943157700973197	0.2499500099980004	0.750249950009998	0.4999000199960008	0.7498500299940012	0.6427285971377154	0.9998000399920016	1.0	0.576807715380001	0.624875024995001	0.9826034793041392	1.0	1.0	1.0	1.0	1.0	not_FDR_supported	not_global_maxT_supported
7	all_cells_cell_balanced|mitoxantrone	all_cells_cell_balanced	True	mitoxantrone	Tier_C_program_overlap_dependent	345	29	7	late_maturation_support	0.23890767841049917	0.2472555309265852	0.015631853620042088	-0.5340283192892097	0.7036592681463707	0.2965406918616277	0.5930813837232554	0.9996000799840032	1.0	0.4942344864360461	0.6843246735268331	0.6354443397034879	0.7116976604679064	1.0	0.9942011597680463	1.0	1.0	1.0	1.0	not_FDR_supported	not_global_maxT_supported
5	all_cells_cell_balanced|etoposide	all_cells_cell_balanced	True	etoposide	Tier_A_global_residual_mechanism	57	9	3	late_maturation_support	-0.0008549295460388273	-0.003947500445320929	0.011742432187083034	0.2633671500086674	0.39272145570885825	0.6074785042991402	0.7854429114177165	0.9818036392721456	0.841545976518982	0.9112177564487103	1.0	0.7854429114177165	0.841545976518982	0.9994001199760048	1.0	1.0	1.0	1.0	1.0	not_FDR_supported	not_global_maxT_supported
3	all_cells_cell_balanced|dosulepin	all_cells_cell_balanced	True	dosulepin	Tier_D_no_fixed_panel_mechanism	42	7	0	late_minus_early	-0.028015629837960028	-0.07770498843416572	0.011639555403898098	4.269008297307016	0.0001999600079984003	1.0	0.0003999200159968006	0.0029994001199760045	0.0014997000599880023	1.0	1.0	0.005998800239952009	0.001894357970511161	0.0003999200159968006	1.0	0.0005998800239952009	0.0013997200559888023	1.0	0.0023995200959808036	positive_FDR_supported	positive_global_maxT_supported
14	all_cells_cell_balanced|vorinostat	all_cells_cell_balanced	True	vorinostat	Tier_C_program_overlap_dependent	210	22	46	late_minus_early	0.05796424247104838	-0.01955770955299522	0.025470863865543314	3.043554095113138	0.001999600079984003	0.9982003599280144	0.003999200159968006	0.014997000599880024	0.010586118070503546	1.0	1.0	0.023995200959808036	0.012854571942754306	0.016796640671865627	1.0	0.03479304139172166	0.09978004399120176	1.0	0.17556488702259548	positive_FDR_supported	not_global_maxT_supported
2	all_cells_cell_balanced|dexamethasone	all_cells_cell_balanced	True	dexamethasone	Tier_D_no_fixed_panel_mechanism	57	9	3	late_minus_early	-0.09614297803066743	-0.055218545355810784	0.015019047770707105	-2.7248353756937216	0.9978004399120176	0.0023995200959808036	0.004799040191961607	0.9978004399120176	1.0	0.035992801439712056	0.015425486331305166	0.023995200959808036	0.01393269733150144	1.0	0.04799040191961608	0.09358128374325135	1.0	0.23395320935812838	0.38812237552489504	negative_FDR_supported	not_global_maxT_supported
4	all_cells_cell_balanced|doxorubicin	all_cells_cell_balanced	True	doxorubicin	Tier_B_relative_residual_profile	42	7	0	late_minus_early	0.011239859093461778	0.10171501954921987	0.0362630562104391	-2.494967879450626	0.991001799640072	0.009198160367926415	0.01839632073585283	0.9978004399120176	1.0	0.06898620275944811	0.05518896220755849	0.06898620275944811	0.051739652069586084	1.0	0.08718256348730254	0.16556688662267546	1.0	0.39232153569286143	0.5974805038992201	not_FDR_supported	not_global_maxT_supported
11	all_cells_cell_balanced|trichostatin A	all_cells_cell_balanced	True	trichostatin A	Tier_C_program_overlap_dependent	15	5	3	late_minus_early	-0.07597529539615573	-0.18633642428759487	0.05212198321104284	2.1173624273770426	0.015996800639872025	0.9842031593681264	0.03199360127974405	0.07998400319936012	0.07198560287942411	1.0	1.0	0.09598080383923216	0.08226926043362756	0.22075584883023394	1.0	0.382123575284943	0.7346530693861227	1.0	0.8968206358728255	not_FDR_supported	not_global_maxT_supported
1	all_cells_cell_balanced|daunorubicin	all_cells_cell_balanced	True	daunorubicin	Tier_C_program_overlap_dependent	41	7	0	late_minus_early	-0.0731984975000155	0.007597817415492523	0.03865542931746596	-2.090167315228892	0.9784043191361728	0.021795640871825634	0.04359128174365127	0.9978004399120176	1.0	0.10897820435912818	0.12260047990401919	0.10897820435912818	0.10603284748455714	1.0	0.22495500899820037	0.40091981603679266	1.0	0.7590481903619276	0.9128174365126974	not_FDR_supported	not_global_maxT_supported
0	all_cells_cell_balanced|camptothecin	all_cells_cell_balanced	True	camptothecin	Tier_A_global_residual_mechanism	42	7	0	late_minus_early	0.038158741392818746	0.1602426129370142	0.0655547548424028	-1.8623190924547233	0.9682063587282543	0.03199360127974405	0.0639872025594881	0.9978004399120176	1.0	0.11997600479904019	0.15154863764089288	0.13711543405604593	0.13711543405604593	1.0	0.3535292941411718	0.5934813037392521	1.0	0.9018196360727855	0.9802039592081584	not_FDR_supported	not_global_maxT_supported
13	all_cells_cell_balanced|verapamil	all_cells_cell_balanced	True	verapamil	Tier_C_program_overlap_dependent	42	7	0	late_minus_early	-0.09487800060061849	-0.07483916510678827	0.01126912680894097	-1.7782065845537673	0.9566086782643471	0.04359128174365127	0.08718256348730254	0.9978004399120176	1.0	0.1307738452309538	0.17832797076948245	0.16346730653869226	0.1705745807360267	1.0	0.4143171365726855	0.6672665466906619	1.0	0.9380123975204959	0.9906018796240752	not_FDR_supported	not_global_maxT_supported
6	all_cells_cell_balanced|fulvestrant	all_cells_cell_balanced	True	fulvestrant	Tier_D_no_fixed_panel_mechanism	42	7	0	late_minus_early	-0.042742879166677586	-0.025398505924092752	0.012815878464093603	-1.3533503217261904	0.910617876424715	0.08958208358328335	0.1791641671665667	0.9978004399120176	1.0	0.22395520895820833	0.32249550089982004	0.2986069452776111	0.3100918277882885	1.0	0.7260547890421916	0.9332133573285343	1.0	0.9978004399120176	1.0	not_FDR_supported	not_global_maxT_supported
8	all_cells_cell_balanced|primaquine	all_cells_cell_balanced	True	primaquine	Tier_C_program_overlap_dependent	42	7	0	late_minus_early	0.028808190273532434	0.0463681220256316	0.014210710684715274	-1.2356828691886774	0.8956208758248351	0.10457908418316336	0.20915816836632672	0.9978004399120176	1.0	0.22409803753535007	0.3512630807171899	0.3137372525494901	0.3512630807171899	1.0	0.7994401119776045	0.9652069586082783	1.0	0.9994001199760048	1.0	not_FDR_supported	not_global_maxT_supported
9	all_cells_cell_balanced|resveratrol	all_cells_cell_balanced	True	resveratrol	Tier_A_global_residual_mechanism	171	21	27	late_minus_early	-0.08062519623649571	-0.08956388047114015	0.008977180957670283	0.9957117135983601	0.15956808638272346	0.8406318736252749	0.3191361727654469	0.598380323935213	0.4787042591481704	1.0	1.0	0.4351856901347004	0.45590881823635276	0.9120175964807039	1.0	0.9934013197360528	1.0	1.0	1.0	not_FDR_supported	not_global_maxT_supported
10	all_cells_cell_balanced|rifabutin	all_cells_cell_balanced	True	rifabutin	Tier_C_program_overlap_dependent	42	7	0	late_minus_early	-0.06621785693356863	-0.0535869340647012	0.013959187671807751	-0.9048465545296086	0.8188362327534493	0.18136372725454908	0.36272745450909816	0.9978004399120176	1.0	0.3400569886022795	0.4800804544973358	0.4534093181363727	0.5022380139356744	1.0	0.9384123175364927	0.997000599880024	1.0	1.0	1.0	not_FDR_supported	not_global_maxT_supported
12	all_cells_cell_balanced|valproic acid	all_cells_cell_balanced	True	valproic acid	Tier_C_program_overlap_dependent	42	7	0	late_minus_early	-0.039695173941971286	-0.05229302195784403	0.015363912679284202	0.8199635261438931	0.20155968806238753	0.7986402719456108	0.40311937612477505	0.6046790641871626	0.566068604460926	1.0	1.0	0.46513774168243277	0.5497082401701479	0.9602079584083183	1.0	0.9988002399520096	1.0	1.0	1.0	not_FDR_supported	not_global_maxT_supported
5	all_cells_cell_balanced|etoposide	all_cells_cell_balanced	True	etoposide	Tier_A_global_residual_mechanism	57	9	3	late_minus_early	-0.020499584590197597	-0.026808669441429085	0.01690649937923315	0.37317511506735446	0.3509298140371926	0.6492701459708058	0.7018596280743852	0.8773245350929816	0.8039892021595682	0.9739052189562086	1.0	0.7519924586511271	0.7995869180594262	0.9972005598880224	1.0	1.0	1.0	1.0	1.0	not_FDR_supported	not_global_maxT_supported
7	all_cells_cell_balanced|mitoxantrone	all_cells_cell_balanced	True	mitoxantrone	Tier_C_program_overlap_dependent	345	29	7	late_minus_early	0.37457748493110166	0.37446521956920625	0.022257880004906107	0.005043847925797837	0.4943011397720456	0.5058988202359528	0.9886022795440912	0.9978004399120176	0.9425614877024594	0.8431647003932546	1.0	0.9886022795440912	0.99500099980004	0.9998000399920016	1.0	1.0	1.0	1.0	1.0	not_FDR_supported	not_global_maxT_supported
0	all_cells_cell_balanced|camptothecin	all_cells_cell_balanced	True	camptothecin	Tier_A_global_residual_mechanism	42	7	0	late_minus_injury	-0.48960884803321486	-0.1823152512076369	0.06751855007159535	-4.551246975827086	1.0	0.0001999600079984003	0.0003999200159968006	1.0	1.0	0.0009998000399920016	0.0025709143885508613	0.001999600079984003	0.001894357970511161	1.0	0.0001999600079984003	0.0001999600079984003	1.0	0.0003999200159968006	0.0009998000399920016	negative_FDR_supported	negative_global_maxT_supported
1	all_cells_cell_balanced|daunorubicin	all_cells_cell_balanced	True	daunorubicin	Tier_C_program_overlap_dependent	41	7	0	late_minus_injury	-0.3483898002630447	-0.1409163672673516	0.04039387325516207	-5.136259939350564	1.0	0.0001999600079984003	0.0003999200159968006	1.0	1.0	0.0009998000399920016	0.0025709143885508613	0.001999600079984003	0.001894357970511161	1.0	0.0001999600079984003	0.0001999600079984003	1.0	0.0001999600079984003	0.0001999600079984003	negative_FDR_supported	negative_global_maxT_supported
4	all_cells_cell_balanced|doxorubicin	all_cells_cell_balanced	True	doxorubicin	Tier_B_relative_residual_profile	42	7	0	late_minus_injury	-0.322646029893587	-0.12596971777037252	0.03821275816909563	-5.146875586758231	1.0	0.0001999600079984003	0.0003999200159968006	1.0	1.0	0.0009998000399920016	0.0025709143885508613	0.001999600079984003	0.001894357970511161	1.0	0.0001999600079984003	0.0001999600079984003	1.0	0.0001999600079984003	0.0001999600079984003	negative_FDR_supported	negative_global_maxT_supported
3	all_cells_cell_balanced|dosulepin	all_cells_cell_balanced	True	dosulepin	Tier_D_no_fixed_panel_mechanism	42	7	0	late_minus_injury	0.031610386311568206	0.0016362379086618149	0.010949485792855094	2.7374937024408514	0.001999600079984003	0.9982003599280144	0.003999200159968006	0.029994001199760048	0.010586118070503546	0.9982003599280144	1.0	0.01199760047990402	0.012854571942754306	0.03519296140771846	1.0	0.08858228354329134	0.23095380923815237	1.0	0.379124175164967	positive_FDR_supported	not_global_maxT_supported
5	all_cells_cell_balanced|etoposide	all_cells_cell_balanced	True	etoposide	Tier_A_global_residual_mechanism	57	9	3	late_minus_injury	-0.09472667325914552	-0.042177551596815466	0.017054312509925944	-3.0812805635961835	0.9982003599280144	0.001999600079984003	0.003999200159968006	1.0	1.0	0.007498500299940012	0.015425486331305166	0.01199760047990402	0.012854571942754306	1.0	0.022395520895820836	0.03179364127174565	1.0	0.08898220355928814	0.15776844631073786	negative_FDR_supported	not_global_maxT_supported
14	all_cells_cell_balanced|vorinostat	all_cells_cell_balanced	True	vorinostat	Tier_C_program_overlap_dependent	210	22	46	late_minus_injury	-0.019461361295755403	-0.06842939701728465	0.02563117612254842	1.9104872709469922	0.027394521095780843	0.9728054389122176	0.054789042191561686	0.20545890821835633	0.10954330872955845	0.9982003599280144	1.0	0.13697260547890422	0.12597480503899222	0.3167366526694661	1.0	0.55248950209958	0.8832233553289343	1.0	0.972005598880224	not_FDR_supported	not_global_maxT_supported
2	all_cells_cell_balanced|dexamethasone	all_cells_cell_balanced	True	dexamethasone	Tier_D_no_fixed_panel_mechanism	57	9	3	late_minus_injury	-0.041914283968561006	-0.009007765334174791	0.016520397860391677	-1.9918720428205257	0.9650069986002799	0.03519296140771846	0.07038592281543692	1.0	1.0	0.10147970405918817	0.15836832633473305	0.15082697746165055	0.14397120575884823	1.0	0.3017396520695861	0.489502099580084	1.0	0.826634673065387	0.9496100779844031	not_FDR_supported	not_global_maxT_supported
13	all_cells_cell_balanced|verapamil	all_cells_cell_balanced	True	verapamil	Tier_C_program_overlap_dependent	42	7	0	late_minus_injury	-0.019684407212169158	-0.0006279675284277403	0.010923669867793513	-1.744508934669101	0.9596080783843232	0.04059188162367527	0.08118376324735053	1.0	1.0	0.10147970405918817	0.1739652069586083	0.15221955608878227	0.16236752649470107	1.0	0.45870825834833034	0.6902619476104779	1.0	0.9484103179364127	0.993001399720056	not_FDR_supported	not_global_maxT_supported
11	all_cells_cell_balanced|trichostatin A	all_cells_cell_balanced	True	trichostatin A	Tier_C_program_overlap_dependent	15	5	3	late_minus_injury	-0.0303884831835754	-0.10679797205933719	0.05165112913990494	1.4793382090214344	0.06938612277544491	0.9308138372325535	0.13877224555088982	0.34693061387722457	0.2312870759181497	0.9982003599280144	1.0	0.2312870759181497	0.24489219803098206	0.6204759048190361	1.0	0.8654269146170765	0.99500099980004	1.0	1.0	not_FDR_supported	not_global_maxT_supported
8	all_cells_cell_balanced|primaquine	all_cells_cell_balanced	True	primaquine	Tier_C_program_overlap_dependent	42	7	0	late_minus_injury	0.014792056277080504	-0.002086651912033176	0.014328819204121278	1.1779552766119763	0.12037592481503699	0.8798240351929614	0.24075184963007398	0.45140971805638874	0.3735804563225286	0.9982003599280144	1.0	0.3589282143571286	0.38455466801376564	0.8230353929214157	1.0	0.9724055188962207	1.0	1.0	1.0	not_FDR_supported	not_global_maxT_supported
6	all_cells_cell_balanced|fulvestrant	all_cells_cell_balanced	True	fulvestrant	Tier_D_no_fixed_panel_mechanism	42	7	0	late_minus_injury	-0.03416995099591985	-0.0198464345076929	0.01274407106351712	-1.1239357044415235	0.8672265546890622	0.1329734053189362	0.2659468106378724	1.0	1.0	0.26919616076784647	0.4034676935580626	0.3589282143571286	0.4126760854725606	1.0	0.8562287542491501	0.982003599280144	1.0	1.0	1.0	not_FDR_supported	not_global_maxT_supported
7	all_cells_cell_balanced|mitoxantrone	all_cells_cell_balanced	True	mitoxantrone	Tier_C_program_overlap_dependent	345	29	7	late_minus_injury	-0.09525933470725598	-0.07239196977093816	0.021592073087603893	-1.0590629646139016	0.856628674265147	0.14357128574285144	0.2871425714857029	1.0	1.0	0.26919616076784647	0.40379424115176965	0.3589282143571286	0.4236529743231682	1.0	0.8840231953609278	0.9902019596080783	1.0	1.0	1.0	not_FDR_supported	not_global_maxT_supported
12	all_cells_cell_balanced|valproic acid	all_cells_cell_balanced	True	valproic acid	Tier_C_program_overlap_dependent	42	7	0	late_minus_injury	0.010968776244716882	-0.0004687808192908051	0.015008442294078737	0.7620748935764062	0.22815436912617476	0.7720455908818237	0.4563087382523495	0.6844631073785242	0.6039380359222273	0.9982003599280144	1.0	0.5265100825988648	0.5951853107639342	0.9724055188962207	1.0	1.0	1.0	1.0	1.0	not_FDR_supported	not_global_maxT_supported
10	all_cells_cell_balanced|rifabutin	all_cells_cell_balanced	True	rifabutin	Tier_C_program_overlap_dependent	42	7	0	late_minus_injury	-0.00922195623071994	-0.002436345537903662	0.013665060834254701	-0.4965664459982895	0.6874625074985004	0.3127374525094981	0.6254749050189962	1.0	1.0	0.5212290875158302	0.7036592681463707	0.6701516839489245	0.7310745643079175	1.0	0.994001199760048	1.0	1.0	1.0	1.0	not_FDR_supported	not_global_maxT_supported
9	all_cells_cell_balanced|resveratrol	all_cells_cell_balanced	True	resveratrol	Tier_A_global_residual_mechanism	171	21	27	late_minus_injury	0.003440219354989657	0.0018349571312735406	0.0086355121916404	0.18589079467342878	0.42071585682863427	0.5794841031793642	0.8414317136572685	1.0	0.8769155259857121	0.8692261547690462	1.0	0.8414317136572685	0.8909276968135784	0.9998000399920016	1.0	1.0	1.0	1.0	1.0	not_FDR_supported	not_global_maxT_supported
