profile_index	profile_id	analysis_scope	is_primary_scope	chemical_query	evidence_tier	signature_count	unique_cell_count	neural_lineage_signature_count	axis_name	observed_score	null_mean	null_standard_deviation	empirical_z	empirical_p_upper	empirical_p_lower	empirical_p_two_sided	empirical_p_upper_FDR_within_axis	empirical_p_upper_FDR_within_scope_all_axes	empirical_p_lower_FDR_within_axis	empirical_p_lower_FDR_within_scope_all_axes	empirical_p_two_sided_FDR_within_axis	empirical_p_two_sided_FDR_within_scope_all_axes	maxT_p_upper_within_axis	maxT_p_lower_within_axis	maxT_p_two_sided_within_axis	maxT_p_upper_within_scope_all_axes	maxT_p_lower_within_scope_all_axes	maxT_p_two_sided_within_scope_all_axes	directional_FDR_evidence_class	global_maxT_evidence_class	observed_direction	empirical_direction	evidence_level	generic_evidence_class	biological_interpretation	absolute_direction_supported	null_relative_only
5	all_cells_cell_balanced|etoposide	all_cells_cell_balanced	True	etoposide	Tier_A_global_residual_mechanism	57	9	3	developmental_shift	0.0810719612600594	0.0662413589015603	0.0065809986296501	2.253548920627497	0.0103979204159168	0.9898020395920816	0.0207958408318336	0.019496100779844	0.0492533072332901	1.0	1.0	0.025994801039792	0.0550478139666184	0.1491701659668066	1.0	0.2771445710857828	0.6132773445310937	1.0	0.8050389922015597	positive_FDR_supported	not_global_maxT_supported	positive	positive	FDR_only	absolute_positive_FDR_only_supported	positive_developmental_state_shift_FDR_only	True	False
5	all_cells_cell_balanced|etoposide	all_cells_cell_balanced	True	etoposide	Tier_A_global_residual_mechanism	57	9	3	early_program_suppression	0.0196446550441587	0.0228611689982964	0.01086063742325	-0.2961625389732593	0.6142771445710857	0.3859228154369126	0.7718456308738252	0.9411689090753278	1.0	0.7236052789442111	0.8269774616505269	0.7718456308738252	0.841545976518982	1.0	0.9984003199360127	1.0	1.0	1.0	1.0	not_FDR_supported	not_global_maxT_supported	positive	none	none	not_empirically_supported	not_empirically_supported	False	False
5	all_cells_cell_balanced|etoposide	all_cells_cell_balanced	True	etoposide	Tier_A_global_residual_mechanism	57	9	3	injury_stress	0.0938717437131066	0.0382300511412322	0.0129274598116019	4.304147402720073	0.0001999600079984	1.0	0.0003999200159968	0.000749850029994	0.001499700059988	1.0	1.0	0.0011997600479904	0.0018943579705111	0.0003999200159968	1.0	0.0003999200159968	0.000999800039992	1.0	0.001999600079984	positive_FDR_supported	positive_global_maxT_supported	positive	positive	global_maxT	absolute_positive_global_maxT_supported	injury_stress_activation_global_maxT	True	False
5	all_cells_cell_balanced|etoposide	all_cells_cell_balanced	True	etoposide	Tier_A_global_residual_mechanism	57	9	3	late_maturation_support	-0.0008549295460388	-0.0039475004453209	0.011742432187083	0.2633671500086674	0.3927214557088582	0.6074785042991402	0.7854429114177165	0.9818036392721456	0.841545976518982	0.9112177564487104	1.0	0.7854429114177165	0.841545976518982	0.9994001199760048	1.0	1.0	1.0	1.0	1.0	not_FDR_supported	not_global_maxT_supported	negative	none	none	not_empirically_supported	not_empirically_supported	False	False
5	all_cells_cell_balanced|etoposide	all_cells_cell_balanced	True	etoposide	Tier_A_global_residual_mechanism	57	9	3	late_minus_early	-0.0204995845901975	-0.026808669441429	0.0169064993792331	0.3731751150673544	0.3509298140371926	0.6492701459708058	0.7018596280743852	0.8773245350929816	0.8039892021595682	0.9739052189562086	1.0	0.7519924586511271	0.7995869180594262	0.9972005598880224	1.0	1.0	1.0	1.0	1.0	not_FDR_supported	not_global_maxT_supported	negative	none	none	not_empirically_supported	not_empirically_supported	False	False
5	all_cells_cell_balanced|etoposide	all_cells_cell_balanced	True	etoposide	Tier_A_global_residual_mechanism	57	9	3	late_minus_injury	-0.0947266732591455	-0.0421775515968154	0.0170543125099259	-3.0812805635961835	0.9982003599280144	0.001999600079984	0.003999200159968	1.0	1.0	0.00749850029994	0.0154254863313051	0.011997600479904	0.0128545719427543	1.0	0.0223955208958208	0.0317936412717456	1.0	0.0889822035592881	0.1577684463107378	negative_FDR_supported	not_global_maxT_supported	negative	negative	FDR_only	absolute_negative_FDR_only_supported	injury_exceeds_late_program_FDR_only	True	False
6	all_cells_cell_balanced|fulvestrant	all_cells_cell_balanced	True	fulvestrant	Tier_D_no_fixed_panel_mechanism	42	7	0	developmental_shift	0.0699128890607198	0.0309828226456418	0.0050735386305271	7.673158568427663	0.0001999600079984	1.0	0.0003999200159968	0.0004284857314251	0.001499700059988	1.0	1.0	0.0005998800239952	0.0018943579705111	0.0001999600079984	1.0	0.0001999600079984	0.0001999600079984	1.0	0.0001999600079984	positive_FDR_supported	positive_global_maxT_supported	positive	positive	global_maxT	absolute_positive_global_maxT_supported	positive_developmental_state_shift_global_maxT	True	False
6	all_cells_cell_balanced|fulvestrant	all_cells_cell_balanced	True	fulvestrant	Tier_D_no_fixed_panel_mechanism	42	7	0	early_program_suppression	0.0204642524687508	0.0171803450640484	0.0083690613449819	0.3923865854647326	0.3573285342931414	0.642871425714857	0.7146570685862828	0.7657040020567315	0.8039892021595682	0.9722055588882224	1.0	0.7657040020567315	0.8039892021595682	0.9976004799040192	1.0	1.0	1.0	1.0	1.0	not_FDR_supported	not_global_maxT_supported	positive	none	none	not_empirically_supported	not_empirically_supported	False	False
6	all_cells_cell_balanced|fulvestrant	all_cells_cell_balanced	True	fulvestrant	Tier_D_no_fixed_panel_mechanism	42	7	0	injury_stress	0.011891324297993	0.011628273637446	0.0093784470775937	0.0280484240483113	0.4861027794441112	0.5140971805638872	0.9722055588882224	0.628374325134973	0.9425614877024594	1.0	1.0	0.99500099980004	0.9943011397720456	0.9998000399920016	0.9998000399920016	1.0	1.0	1.0	1.0	not_FDR_supported	not_global_maxT_supported	positive	none	none	not_empirically_supported	not_empirically_supported	False	False
6	all_cells_cell_balanced|fulvestrant	all_cells_cell_balanced	True	fulvestrant	Tier_D_no_fixed_panel_mechanism	42	7	0	late_maturation_support	-0.0222786266979267	-0.0082181608606728	0.0087862271390515	-1.6002848110721182	0.9444111177764448	0.0557888422315536	0.1115776844631073	0.9996000799840032	1.0	0.1394721055788842	0.2092081583683263	0.167366526694661	0.2049386041159115	1.0	0.5440911817636472	0.7950409918016397	1.0	0.983003399320136	0.9992001599680064	not_FDR_supported	not_global_maxT_supported	negative	none	none	not_empirically_supported	not_empirically_supported	False	False
