virtual_perturbation_component	component_status	TF	testable	reason	OE_value	KO_OE_cosine	dominant_module	dominant_module_KO_shift	dominant_module_OE_shift	donors_opposite_KO_OE	donors_tested	real_KO_module_vector_norm	randomized_GRN_KO_module_vector_norm	real_exceeds_randomized_GRN	CellOracle_reciprocal_support	RFX_shared_nonindependent	condition	module	donor	mean_module_shift	cells	target_TF	control_TF	match_rank	target_mean_expression	control_mean_expression	target_detection_fraction	control_detection_fraction	status	significant_BH
CellOracle_donor_module_effects	canonical_rows_present	NKX2-2															OE	synaptic_assembly_receptor_trafficking	HDBR15777	0.0377522703781106	900.0									
CellOracle_donor_module_effects	canonical_rows_present	NKX2-2															OE	synaptic_assembly_receptor_trafficking	HDBR15853	0.0370032995506091	900.0									
CellOracle_donor_module_effects	canonical_rows_present	NKX2-2															OE	synaptic_assembly_receptor_trafficking	XDD395	0.0431866599985243	708.0									
CellOracle_donor_module_effects	canonical_rows_present	NKX2-2															OE	synaptic_assembly_receptor_trafficking	XDD424	0.0716348453912439	900.0									
CellOracle_donor_module_effects	canonical_rows_present	NKX2-2															OE	synaptic_assembly_receptor_trafficking	XDD431	0.0555331837175467	900.0									
CellOracle_donor_module_effects	canonical_rows_present	NKX2-2															KO_RANDOMIZED_GRN	synaptic_assembly_receptor_trafficking	BRC2256	0.0018940047479371	879.0									
CellOracle_donor_module_effects	canonical_rows_present	NKX2-2															KO_RANDOMIZED_GRN	synaptic_assembly_receptor_trafficking	BRC2329	-1.1937303141352125e-05	600.0									
CellOracle_donor_module_effects	canonical_rows_present	NKX2-2															KO_RANDOMIZED_GRN	synaptic_assembly_receptor_trafficking	BRC2330	-0.0001379012970892	600.0									
CellOracle_donor_module_effects	canonical_rows_present	NKX2-2															KO_RANDOMIZED_GRN	synaptic_assembly_receptor_trafficking	HDBR15777	0.0021380539284056	900.0									
CellOracle_donor_module_effects	canonical_rows_present	NKX2-2															KO_RANDOMIZED_GRN	synaptic_assembly_receptor_trafficking	HDBR15853	0.0021893367480222	900.0									
CellOracle_donor_module_effects	canonical_rows_present	NKX2-2															KO_RANDOMIZED_GRN	synaptic_assembly_receptor_trafficking	XDD395	6.491650487582798e-05	708.0									
CellOracle_donor_module_effects	canonical_rows_present	NKX2-2															KO_RANDOMIZED_GRN	synaptic_assembly_receptor_trafficking	XDD424	0.0003361702896948	900.0									
CellOracle_donor_module_effects	canonical_rows_present	NKX2-2															KO_RANDOMIZED_GRN	synaptic_assembly_receptor_trafficking	XDD431	0.0010248758277247	900.0									
CellOracle_donor_module_effects	canonical_rows_present	NKX2-2															KO	synaptic_membrane_structural_candidates	BRC2256	-0.0581329092904351	879.0									
CellOracle_donor_module_effects	canonical_rows_present	NKX2-2															KO	synaptic_membrane_structural_candidates	BRC2329	-0.0001255560088874	600.0									
CellOracle_donor_module_effects	canonical_rows_present	NKX2-2															KO	synaptic_membrane_structural_candidates	BRC2330	-0.0010612962038851	600.0									
CellOracle_donor_module_effects	canonical_rows_present	NKX2-2															KO	synaptic_membrane_structural_candidates	HDBR15777	-0.0665755753153046	900.0									
CellOracle_donor_module_effects	canonical_rows_present	NKX2-2															KO	synaptic_membrane_structural_candidates	HDBR15853	-0.0613002311942368	900.0									
CellOracle_donor_module_effects	canonical_rows_present	NKX2-2															KO	synaptic_membrane_structural_candidates	XDD395	-0.0030252126447887	708.0									
CellOracle_donor_module_effects	canonical_rows_present	NKX2-2															KO	synaptic_membrane_structural_candidates	XDD424	-0.0101126407154984	900.0									
CellOracle_donor_module_effects	canonical_rows_present	NKX2-2															KO	synaptic_membrane_structural_candidates	XDD431	-0.0327074035779545	900.0									
CellOracle_donor_module_effects	canonical_rows_present	NKX2-2															OE	synaptic_membrane_structural_candidates	BRC2256	0.0883259664826978	879.0									
CellOracle_donor_module_effects	canonical_rows_present	NKX2-2															OE	synaptic_membrane_structural_candidates	BRC2329	0.030533718270466	600.0									
CellOracle_donor_module_effects	canonical_rows_present	NKX2-2															OE	synaptic_membrane_structural_candidates	BRC2330	0.0255893943548945	600.0									
CellOracle_donor_module_effects	canonical_rows_present	NKX2-2															OE	synaptic_membrane_structural_candidates	HDBR15777	0.0860142598883395	900.0									
CellOracle_donor_module_effects	canonical_rows_present	NKX2-2															OE	synaptic_membrane_structural_candidates	HDBR15853	0.0893969295195101	900.0									
CellOracle_donor_module_effects	canonical_rows_present	NKX2-2															OE	synaptic_membrane_structural_candidates	XDD395	0.0895601092154238	708.0									
CellOracle_donor_module_effects	canonical_rows_present	NKX2-2															OE	synaptic_membrane_structural_candidates	XDD424	0.1497558619747655	900.0									
CellOracle_donor_module_effects	canonical_rows_present	NKX2-2															OE	synaptic_membrane_structural_candidates	XDD431	0.119789798561062	900.0									
CellOracle_donor_module_effects	canonical_rows_present	NKX2-2															KO_RANDOMIZED_GRN	synaptic_membrane_structural_candidates	BRC2256	0.002486803135552	879.0									
CellOracle_donor_module_effects	canonical_rows_present	NKX2-2															KO_RANDOMIZED_GRN	synaptic_membrane_structural_candidates	BRC2329	-2.042938048407457e-05	600.0									
CellOracle_donor_module_effects	canonical_rows_present	NKX2-2															KO_RANDOMIZED_GRN	synaptic_membrane_structural_candidates	BRC2330	-0.0002932582546147	600.0									
CellOracle_donor_module_effects	canonical_rows_present	NKX2-2															KO_RANDOMIZED_GRN	synaptic_membrane_structural_candidates	HDBR15777	0.0029323566494432	900.0									
CellOracle_donor_module_effects	canonical_rows_present	NKX2-2															KO_RANDOMIZED_GRN	synaptic_membrane_structural_candidates	HDBR15853	0.0027972808799091	900.0									
CellOracle_donor_module_effects	canonical_rows_present	NKX2-2															KO_RANDOMIZED_GRN	synaptic_membrane_structural_candidates	XDD395	-0.0001077975858209	708.0									
CellOracle_donor_module_effects	canonical_rows_present	NKX2-2															KO_RANDOMIZED_GRN	synaptic_membrane_structural_candidates	XDD424	0.0004230300832357	900.0									
CellOracle_donor_module_effects	canonical_rows_present	NKX2-2															KO_RANDOMIZED_GRN	synaptic_membrane_structural_candidates	XDD431	0.0013288826523173	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	activity_dependent_plasticity	BRC2256	-0.0003296968181189	879.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	activity_dependent_plasticity	BRC2329	-2.8371135696828724e-06	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	activity_dependent_plasticity	BRC2330	-2.809163754274415e-05	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	activity_dependent_plasticity	HDBR15777	-0.0002489571988361	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	activity_dependent_plasticity	HDBR15853	-0.0003490686460864	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	activity_dependent_plasticity	XDD395	-0.0001521719953476	708.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	activity_dependent_plasticity	XDD424	-0.0004080336397134	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	activity_dependent_plasticity	XDD431	-0.0003751365306602	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	activity_dependent_plasticity	BRC2256	0.0006793978104986	879.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	activity_dependent_plasticity	BRC2329	5.210277101836101e-05	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	activity_dependent_plasticity	BRC2330	3.329562727603525e-05	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	activity_dependent_plasticity	HDBR15777	0.0008104428698706	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	activity_dependent_plasticity	HDBR15853	0.0007113276342702	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	activity_dependent_plasticity	XDD395	0.0003644619773238	708.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	activity_dependent_plasticity	XDD424	0.0003840266245006	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	activity_dependent_plasticity	XDD431	0.0006438153942944	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	activity_dependent_plasticity	BRC2256	-0.0001253697981787	879.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	activity_dependent_plasticity	BRC2329	-4.4024569731254494e-05	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	activity_dependent_plasticity	BRC2330	-7.415431604961375e-05	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	activity_dependent_plasticity	HDBR15777	-9.96056096179836e-05	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	activity_dependent_plasticity	HDBR15853	-0.0001232264333461	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	activity_dependent_plasticity	XDD395	-9.150469670729197e-05	708.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	activity_dependent_plasticity	XDD424	-0.0001392580359671	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	activity_dependent_plasticity	XDD431	-0.0001289448820507	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	astrocyte_maturation_metabolic_support	BRC2256	-0.0001995663217118	879.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	astrocyte_maturation_metabolic_support	BRC2329	-0.0003395593909486	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	astrocyte_maturation_metabolic_support	BRC2330	-0.0002499038443512	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	astrocyte_maturation_metabolic_support	HDBR15777	-0.0002225218568981	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	astrocyte_maturation_metabolic_support	HDBR15853	-0.0002449088836294	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	astrocyte_maturation_metabolic_support	XDD395	-0.0002389386155309	708.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	astrocyte_maturation_metabolic_support	XDD424	-0.0002046420076812	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	astrocyte_maturation_metabolic_support	XDD431	-0.0002116220665652	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	astrocyte_maturation_metabolic_support	BRC2256	0.000832339042809	879.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	astrocyte_maturation_metabolic_support	BRC2329	0.0010421358841188	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	astrocyte_maturation_metabolic_support	BRC2330	0.0010735561625386	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	astrocyte_maturation_metabolic_support	HDBR15777	0.0008186773738768	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	astrocyte_maturation_metabolic_support	HDBR15853	0.0007978695484933	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	astrocyte_maturation_metabolic_support	XDD395	0.0009439158483428	708.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	astrocyte_maturation_metabolic_support	XDD424	0.0007715234706498	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	astrocyte_maturation_metabolic_support	XDD431	0.0007979799254105	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	astrocyte_maturation_metabolic_support	BRC2256	-6.947931091713007e-06	879.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	astrocyte_maturation_metabolic_support	BRC2329	5.306141361444242e-05	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	astrocyte_maturation_metabolic_support	BRC2330	1.3022654383617213e-05	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	astrocyte_maturation_metabolic_support	HDBR15777	-4.156936402530213e-06	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	astrocyte_maturation_metabolic_support	HDBR15853	5.174222432270515e-07	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	astrocyte_maturation_metabolic_support	XDD395	2.2415819304903463e-05	708.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	astrocyte_maturation_metabolic_support	XDD424	-1.7464960840319784e-05	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	astrocyte_maturation_metabolic_support	XDD431	-1.4646189561163295e-05	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	axon_guidance_neurite_outgrowth	BRC2256	0.0002844722852594	879.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	axon_guidance_neurite_outgrowth	BRC2329	0.0006455308075518	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	axon_guidance_neurite_outgrowth	BRC2330	0.0006082782866877	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	axon_guidance_neurite_outgrowth	HDBR15777	0.0003037232932039	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	axon_guidance_neurite_outgrowth	HDBR15853	0.0002903498215666	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	axon_guidance_neurite_outgrowth	XDD395	0.0004804420386189	708.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	axon_guidance_neurite_outgrowth	XDD424	0.0002110905669656	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	axon_guidance_neurite_outgrowth	XDD431	0.0002645042916173	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	axon_guidance_neurite_outgrowth	BRC2256	-0.0011556979865607	879.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	axon_guidance_neurite_outgrowth	BRC2329	-0.0015843436347735	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	axon_guidance_neurite_outgrowth	BRC2330	-0.0017616325361381	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	axon_guidance_neurite_outgrowth	HDBR15777	-0.0009642979492294	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	axon_guidance_neurite_outgrowth	HDBR15853	-0.0009618481140472	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	axon_guidance_neurite_outgrowth	XDD395	-0.0014469858677372	708.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	axon_guidance_neurite_outgrowth	XDD424	-0.0011537032922432	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	axon_guidance_neurite_outgrowth	XDD431	-0.0011037352510554	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	axon_guidance_neurite_outgrowth	BRC2256	4.670344443826395e-06	879.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	axon_guidance_neurite_outgrowth	BRC2329	1.0586113329623856e-05	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	axon_guidance_neurite_outgrowth	BRC2330	-1.789538588492003e-05	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	axon_guidance_neurite_outgrowth	HDBR15777	-2.3093695941169154e-06	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	axon_guidance_neurite_outgrowth	HDBR15853	8.885408736460407e-06	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	axon_guidance_neurite_outgrowth	XDD395	1.2827777819524044e-05	708.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	axon_guidance_neurite_outgrowth	XDD424	-2.958603065710768e-07	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	axon_guidance_neurite_outgrowth	XDD431	2.859874874875749e-07	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	neurogenesis_migration_layering	BRC2256	0.0004255759556777	879.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	neurogenesis_migration_layering	BRC2329	0.0004563105607121	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	neurogenesis_migration_layering	BRC2330	0.0005138490779529	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	neurogenesis_migration_layering	HDBR15777	0.0003834758115678	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	neurogenesis_migration_layering	HDBR15853	0.0004140314829147	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	neurogenesis_migration_layering	XDD395	0.0004394116738934	708.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	neurogenesis_migration_layering	XDD424	0.0004222818546525	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	neurogenesis_migration_layering	XDD431	0.0004504839700421	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	neurogenesis_migration_layering	BRC2256	-0.0011125220478349	879.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	neurogenesis_migration_layering	BRC2329	-0.0012793996468901	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	neurogenesis_migration_layering	BRC2330	-0.0011950032678065	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	neurogenesis_migration_layering	HDBR15777	-0.0011577731401846	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	neurogenesis_migration_layering	HDBR15853	-0.0011156425927272	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	neurogenesis_migration_layering	XDD395	-0.0011848375152769	708.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	neurogenesis_migration_layering	XDD424	-0.0010508929660287	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	neurogenesis_migration_layering	XDD431	-0.0010865708680646	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	neurogenesis_migration_layering	BRC2256	9.949483883017595e-05	879.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	neurogenesis_migration_layering	BRC2329	6.579021783333213e-05	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	neurogenesis_migration_layering	BRC2330	0.0001012328919529	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	neurogenesis_migration_layering	HDBR15777	8.706476192690459e-05	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	neurogenesis_migration_layering	HDBR15853	9.15430377477585e-05	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	neurogenesis_migration_layering	XDD395	8.125515738938937e-05	708.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	neurogenesis_migration_layering	XDD424	0.0001009469427358	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	neurogenesis_migration_layering	XDD431	0.0001057132137648	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	oligodendrocyte_myelination	BRC2256	0.0002461499382586	879.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	oligodendrocyte_myelination	BRC2329	-7.311923985859616e-05	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	oligodendrocyte_myelination	BRC2330	-0.0001337741253769	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	oligodendrocyte_myelination	HDBR15777	0.0001595063664838	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	oligodendrocyte_myelination	HDBR15853	0.0002732633774083	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	oligodendrocyte_myelination	XDD395	5.238424156959766e-05	708.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	oligodendrocyte_myelination	XDD424	0.0003159661502085	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	oligodendrocyte_myelination	XDD431	0.0002723872997357	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	oligodendrocyte_myelination	BRC2256	-0.0004359548706441	879.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	oligodendrocyte_myelination	BRC2329	0.0003190778278277	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	oligodendrocyte_myelination	BRC2330	0.0002658682807701	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	oligodendrocyte_myelination	HDBR15777	-0.0005530435168139	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	oligodendrocyte_myelination	HDBR15853	-0.0004451250846553	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	oligodendrocyte_myelination	XDD395	0.0001092614170673	708.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	oligodendrocyte_myelination	XDD424	-6.461012415232652e-06	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	oligodendrocyte_myelination	XDD431	-0.0003400819806171	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	oligodendrocyte_myelination	BRC2256	0.0001357659657158	879.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	oligodendrocyte_myelination	BRC2329	0.0002443552824174	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	oligodendrocyte_myelination	BRC2330	0.0001838438042054	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	oligodendrocyte_myelination	HDBR15777	0.0001251923880115	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	oligodendrocyte_myelination	HDBR15853	0.0001558737438862	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	oligodendrocyte_myelination	XDD395	0.0001783475161118	708.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	oligodendrocyte_myelination	XDD424	0.0001264444776371	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	oligodendrocyte_myelination	XDD431	0.0001328221209989	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	patterning_arealization	BRC2256	-0.0002399706454134	879.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	patterning_arealization	BRC2329	-0.0003954124060561	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	patterning_arealization	BRC2330	-0.0002572289101339	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	patterning_arealization	HDBR15777	-0.0002469054777384	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	patterning_arealization	HDBR15853	-0.000328108650828	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	patterning_arealization	XDD395	-0.0003334770902884	708.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	patterning_arealization	XDD424	-0.0002571406453691	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	patterning_arealization	XDD431	-0.0002683606154736	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	patterning_arealization	BRC2256	0.0012485568125408	879.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	patterning_arealization	BRC2329	0.0010604382978428	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	patterning_arealization	BRC2330	0.0012064494333211	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	patterning_arealization	HDBR15777	0.0012909811595902	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	patterning_arealization	HDBR15853	0.0011490187074589	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	patterning_arealization	XDD395	0.0011303542130207	708.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	patterning_arealization	XDD424	0.0011535194198605	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	patterning_arealization	XDD431	0.0012301249840463	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	patterning_arealization	BRC2256	5.296965502009744e-05	879.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	patterning_arealization	BRC2329	0.0001731113340229	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	patterning_arealization	BRC2330	0.0001586008988866	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	patterning_arealization	HDBR15777	6.152109261739518e-05	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	patterning_arealization	HDBR15853	4.473235526781824e-05	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	patterning_arealization	XDD395	0.0001122625303168	708.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	patterning_arealization	XDD424	4.8023350207454207e-05	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	patterning_arealization	XDD431	7.53850141160866e-05	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	progenitor_radial_glia	BRC2256	-0.000260523094245	879.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	progenitor_radial_glia	BRC2329	-0.0006641036783472	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	progenitor_radial_glia	BRC2330	-0.0004384274230119	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	progenitor_radial_glia	HDBR15777	-0.0002814429023569	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	progenitor_radial_glia	HDBR15853	-0.0003678018932519	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	progenitor_radial_glia	XDD395	-0.0004830359353076	708.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	progenitor_radial_glia	XDD424	-0.0002689091197713	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	progenitor_radial_glia	XDD431	-0.0002750094538307	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	progenitor_radial_glia	BRC2256	0.0015176591611812	879.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	progenitor_radial_glia	BRC2329	0.0017219167798056	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	progenitor_radial_glia	BRC2330	0.0019353490089176	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	progenitor_radial_glia	HDBR15777	0.0014832593192752	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	progenitor_radial_glia	HDBR15853	0.0014028634876804	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	progenitor_radial_glia	XDD395	0.0016195371741567	708.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	progenitor_radial_glia	XDD424	0.0014387540184942	900.0									
