nearest_cluster	assignment_confidence	n_genes	median_best_correlation	median_correlation_margin	median_spline_FDR	median_predicted_change	median_age_spearman
1	ambiguous	1384	0.234755603940389	0.421845556095365	0.00181478008735381	0.593592842714488	-0.350166678241544
1	high	1681	0.891969244388749	1.77132673960433	2.33597118146028e-08	1.73836660678544	0.729863184943399
1	low	1058	0.510185379574256	0.989238714761417	0.000373342316946917	0.864433976292999	0.100666712966178
1	moderate	1652	0.710208956463747	1.41158325199544	1.11122420299467e-05	1.20580613254479	0.544819084658657
2	ambiguous	1515	0.232256914313004	0.413202789568262	0.00415516072327746	-0.0764478390728223	-0.51527189388152
2	high	3310	0.910410936047888	1.78618750708637	2.83858908567355e-08	-1.17709126264583	-0.744176678936037
2	low	1280	0.508670116500465	0.969638532843985	0.000685997656790829	-0.503677974938628	-0.485328842280714
2	moderate	2102	0.715718868417709	1.38050190388492	1.75545948081592e-05	-0.825744260119521	-0.550892423084937
